Blade	Speed	Control	Stiffness 	Hardness 	Consistency 	Overall	Ratings	Price
Dawei Whizz	7.0	8.0	(not rated)	(not rated)	(not rated)	8.0	1	36
Der Materialspezialist 2 Faces	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	165
Der Materialspezialist Defensor	6.0	10.0	3.0	5.2	10.0	10.0	1	90
Der Materialspezialist Destroyer	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	135
Der Materialspezialist Dr. Jekyll And Mr. Hyde	6.0	8.0	3.0	6.7	5.0	7.0	1	86
Der Materialspezialist Excalibur	8.8	9.0	7.0	5.2	10.0	8.5	1	75
Der Materialspezialist Invictus	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	85
Der Materialspezialist Protector	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
Der Materialspezialist Spinhunter	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
Der Materialspezialist Tomahawk Next Generation	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
Der Materialspezialist Wizard	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Donic Alligator Combi	6.4	9.5	5.9	6.0	8.3	9.2	9	48
Donic Appelgren Allplay	6.9	8.8	4.0	4.4	9.0	8.9	36	28
Donic Appelgren Allplay Senso V1	6.7	8.9	2.5	4.2	8.9	8.9	11	44
Donic Appelgren Allplay Senso V2	7.0	9.1	3.6	4.1	10.0	9.2	7	45
Donic Appelgren Dotec Control	7.4	8.4	5.0	4.3	7.5	8.2	12	43
Donic Appelgren Exclusive AR	7.9	8.4	3.2	4.4	7.5	8.1	6	31
Donic Appelgren Falcon	7.5	9.0	3.0	3.7	10.0	10.0	1	40
Donic Appelgren World Champion 89	8.3	9.7	5.1	5.0	10.0	8.9	8	112
Donic BalsaCarbo Fibre	8.4	9.0	5.7	5.7	10.0	9.3	3	93
Donic BalsaCarbo Fleece	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	72
Donic Baum Carrera Senso	9.4	7.9	6.3	6.7	10.0	9.1	4	43
Donic Baum Esprit	8.7	9.1	4.9	5.8	10.0	9.3	12	52
Donic Baum Exclusive Off	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	33
Donic Baum SawTec OFF	8.3	8.7	4.5	4.8	10.0	9.0	5	39
Donic Black Devil	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Donic Black Thunder V1	9.1	6.9	10.0	8.2	10.0	6.9	2	61
Donic Bloodwood 5	8.3	8.5	5.5	6.7	10.0	8.8	5	77
Donic Bloodwood 7 Senso	8.8	8.0	9.3	8.7	7.5	8.9	6	99
Donic Blue Enforce	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	44
Donic Blue Feeling	7.6	9.6	5.0	6.7	10.0	9.6	1	53
Donic Burn ALL+	8.0	8.9	6.3	6.9	8.5	8.9	17	50
Donic Burn Aratox	8.2	8.5	4.6	5.5	10.0	9.0	6	0
Donic Burn Aratox RS	8.7	8.0	6.3	6.4	9.4	8.9	10	85
Donic Burn Carbotox	9.2	9.1	5.4	5.4	7.5	9.3	6	70
Donic Burn OFF	9.2	8.4	7.0	6.7	10.0	8.9	4	36
Donic Burn OFF-	8.2	8.4	5.3	6.6	9.7	8.8	20	50
Donic Carbo System OFF-	8.4	8.8	6.3	4.8	8.8	8.4	4	60
Donic Carbo System OFFENSIVE	9.2	7.5	10.0	8.2	(not rated)	8.4	1	60
Donic Carbo System OFFENSIVE PLUS	9.8	5.5	7.0	6.7	10.0	8.5	3	57
Donic Cayman	8.0	8.4	6.6	6.1	9.4	8.5	12	53
Donic Crest AR+	8.7	9.2	6.6	5.2	10.0	9.5	6	177
Donic Crest OFF	9.1	9.1	6.0	6.7	10.0	9.5	2	177
Donic Crisan Titanium	9.3	7.3	7.0	5.2	10.0	9.0	2	70
Donic Defplay Classic Senso	6.1	9.2	3.5	3.9	9.5	9.3	13	50
Donic Defplay Classic V3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	29
Donic Defplay Senso	5.5	9.5	3.4	4.3	10.0	9.3	20	50
Donic Defplay Senso V3	6.0	9.5	3.0	4.5	10.0	9.0	2	32
Donic Dima SawTec AR	6.7	8.0	2.7	5.2	10.0	6.5	3	39
Donic Dima Speedster	9.0	7.0	7.0	6.7	10.0	8.0	1	40
Donic Dyjas Ultra Power	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	49
Donic Epox Carbotec	9.2	9.1	6.8	6.5	9.4	9.4	9	67
Donic Epox Control	7.7	9.2	6.3	5.7	9.0	8.7	17	57
Donic Epox Offensiv	8.6	8.1	5.5	5.8	8.8	8.7	19	57
Donic Epox PowerAllround	8.3	8.8	6.7	6.6	10.0	8.7	15	42
Donic Epox PowerCarbon	9.1	8.1	5.8	7.0	10.0	9.4	8	62
Donic Epox TopSpeed	9.4	7.2	7.1	7.8	9.7	8.7	21	56
Donic Integra	7.0	8.0	5.0	5.2	5.0	7.0	1	30
Donic J.O. Waldner Offensiv	7.5	7.8	3.0	3.7	10.0	9.3	2	0
Donic J.O. Waldner [Limited JO Shape]	8.9	9.0	4.0	5.2	10.0	10.0	3	46
Donic Katana Senso V3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	40
Donic Katana Speed	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	51
Donic Kevplay	8.4	8.2	6.3	7.7	8.3	8.5	3	51
Donic Li Ping Kitex	9.2	8.8	6.2	6.9	10.0	9.2	11	79
Donic Master Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	67
Donic Master Ultra Power	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	40
Donic New Enforce	7.6	8.3	3.0	3.7	8.3	8.4	3	70
Donic Opticon	7.7	8.6	6.2	7.1	10.0	8.4	5	43
Donic Opticon RS	9.3	8.7	7.8	7.9	10.0	9.4	5	40
Donic Ovtcharov Carbospeed	9.5	8.2	7.5	7.8	9.4	9.3	31	63
Donic Ovtcharov Dotec ALL	7.0	9.0	7.0	5.2	10.0	8.0	1	69
Donic Ovtcharov Dotec ALL+	8.1	9.0	8.5	5.2	10.0	8.5	2	72
Donic Ovtcharov Dotec OFF	9.7	10.0	7.0	6.7	10.0	10.0	2	72
Donic Ovtcharov Exclusive Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	49
Donic Ovtcharov Feat	8.6	9.5	5.5	4.8	10.0	9.4	4	110
Donic Ovtcharov No. 1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	123
Donic Ovtcharov No. 1 Senso	9.0	9.0	5.0	5.2	(not rated)	9.8	1	215
Donic Ovtcharov Original Senso Carbon	9.1	8.7	5.3	6.2	10.0	9.5	8	61
Donic Ovtcharov Senso Carbon V1	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	79
Donic Ovtcharov Senso V1	9.0	8.0	7.0	7.5	8.8	9.0	12	68
Donic Ovtcharov Senso V2	8.3	9.0	5.0	6.0	7.5	8.2	2	58
Donic Ovtcharov Soft Carbon V1	8.1	8.3	5.7	6.2	7.5	8.4	6	80
Donic Ovtcharov True Carbon	9.1	8.5	6.3	6.3	10.0	8.6	12	99
Donic Persson Carbotec	9.1	6.4	7.6	7.2	8.8	8.6	10	53
Donic Persson Dotec Carbokev	9.5	8.4	7.0	7.6	10.0	9.4	7	95
Donic Persson Dotec OFF	8.4	8.7	5.2	5.9	8.1	8.7	11	79
Donic Persson Exclusive OFF	7.9	8.4	5.5	6.1	8.6	8.5	12	32
Donic Persson Impuls Offensive	8.0	8.5	7.0	6.7	10.0	8.0	3	40
Donic Persson Power Allround	7.4	8.1	5.3	5.8	10.0	8.6	8	43
Donic Persson Power AR Senso V1	8.1	8.8	3.0	6.2	10.0	9.2	3	60
Donic Persson Power AR Senso V2	7.5	8.5	4.5	6.4	8.8	8.0	4	41
Donic Persson Power Carbon	9.4	8.7	7.5	8.1	9.4	9.2	11	55
Donic Persson Power Carbon Senso V1	9.2	7.6	6.1	6.4	8.5	9.0	11	55
Donic Persson Powerfibre Senso	7.8	7.0	5.0	5.5	5.0	7.3	5	60
Donic Persson Powerplay	8.6	8.4	5.6	6.9	10.0	9.0	23	43
Donic Persson Powerplay Senso V1	8.3	8.1	6.3	6.7	6.8	8.5	15	30
Donic Persson Powerplay Senso V2	7.6	7.5	5.8	5.5	8.8	8.3	6	50
Donic Persson Powerspeed	9.0	7.0	6.3	7.7	10.0	8.2	4	39
Donic Persson Seven	8.5	8.7	5.8	6.5	9.0	8.8	6	49
Donic Persson World Champion 89	9.4	8.2	7.0	8.0	10.0	9.1	5	112
Donic Persson Youngstar	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	25
Donic Peter Franz GT-R	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
Donic Shiono DEF	7.5	9.0	5.0	3.7	10.0	9.0	2	85
Donic Smirnov Ultra Carbon	8.7	7.0	6.3	8.2	10.0	8.5	3	50
Donic Smyrev	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
Donic SSTRAIT X5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	29
Donic Testra Allround Classic	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	33
Donic Testra AR	7.6	9.2	4.6	3.6	8.8	7.8	5	29
Donic Testra AR Plus	7.8	8.9	4.3	4.2	8.3	8.1	3	29
Donic Testra Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
Donic Waldner Allplay	7.2	9.4	4.1	5.7	10.0	8.5	14	30
Donic Waldner Black Devil Carbon Balsa	9.4	8.1	7.4	7.4	9.1	9.1	43	57
Donic Waldner Black Power	7.5	9.0	5.0	6.0	10.0	9.0	2	39
Donic Waldner Diablo Senso	8.0	8.9	4.7	4.8	9.0	9.1	11	58
Donic Waldner Dicon	7.8	9.0	4.2	4.8	10.0	9.0	10	48
Donic Waldner Dotec Allround	8.1	8.7	7.0	3.6	10.0	8.6	6	73
Donic Waldner Dotec Carbon	9.1	9.3	6.5	6.3	9.3	9.4	16	90
Donic Waldner Dotec Hinoki	9.2	8.9	6.1	6.9	10.0	9.5	7	122
Donic Waldner Exclusive AR+	6.4	8.6	4.3	5.2	6.3	7.8	5	39
Donic Waldner Hybrid Nano	7.0	7.0	5.0	5.0	5.0	8.5	2	0
Donic Waldner Impuls IR	8.0	8.0	3.0	3.7	10.0	10.0	1	45
Donic Waldner Lagonda	8.5	8.0	7.0	8.3	10.0	9.5	3	40
Donic Waldner Legend Carbon	9.1	9.0	6.5	6.8	9.5	9.4	14	58
Donic Waldner OFF World Champion 89	9.0	8.8	6.7	6.0	9.0	9.5	13	130
Donic Waldner Offensive 2016	8.8	8.5	5.0	5.2	7.5	9.4	3	43
Donic Waldner Senso Carbon	8.3	8.8	5.4	5.6	8.8	9.2	71	50
Donic Waldner Senso Carbon JO Shape	8.4	9.3	5.7	5.2	10.0	9.4	3	66
Donic Waldner Senso Carbon JO Shape Limited Edition	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
Donic Waldner Senso V1	7.6	8.9	4.0	4.2	7.9	8.8	9	40
Donic Waldner Senso V2	7.3	8.5	4.0	4.1	8.3	8.2	5	40
Donic Waldner Ultra Senso Carbon	8.4	8.5	5.3	5.7	9.0	8.8	38	61
Donic Waldner Ultra Senso Carbon JO Shape	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	55
Donic Waldner Youngstar	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	29
Donic Wang Xi Dotec Control Plus	6.6	9.5	3.6	3.7	9.4	8.8	8	70
Donic Wosik Senso Carbon	9.4	7.4	7.0	7.4	8.3	8.7	9	46
Donic Zhou Yu One	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	60
Donic Zhou Yu Two	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
Donier Allround+	8.0	7.0	7.0	6.7	10.0	8.0	1	29
Donier BALSA CARBON OFF +	9.0	9.0	7.0	6.7	10.0	9.3	1	30
Donier BALSA PLUS	10.0	9.0	7.0	6.7	10.0	9.0	1	30
Donier Defensive	5.0	10.0	0.0	3.7	5.0	8.0	1	25
Donier Offensive+	8.8	8.4	3.0	(not rated)	(not rated)	(not rated)	1	45
Donier RR+	8.0	9.8	3.0	3.7	10.0	9.9	1	65
Double Fish Carbon KING 7 - PLY (Qi2)	9.8	9.5	7.0	8.2	10.0	(not rated)	1	160
Double Fish CQ3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	89
Double Fish HB Carbon	9.0	8.0	3.0	5.2	5.0	9.0	1	45
Double Fish MK-II 7 - PLY	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	67
Double Fish Qi	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
Double Fish Volant Pro	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	34
DHS 506 Ma Long	9.2	9.2	7.0	7.0	8.8	9.4	13	113
DHS 801	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
DHS Classic (1970s)	9.0	9.0	7.0	8.2	(not rated)	9.0	1	50
DHS Classic 032	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	150
DHS Classic 08	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	160
DHS Di-GT 9 Dipper Blackwood	9.2	9.0	7.0	6.7	10.0	9.2	1	75
DHS DI-HT	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	54
DHS Di-RT Dipper Rosewood	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	70
DHS Dipper CP Monocarbon	7.7	8.5	6.0	6.7	8.3	8.7	5	42
DHS Dipper CP100	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
DHS Dipper Di-02	7.7	7.8	3.7	5.5	8.3	7.9	6	115
DHS Dipper Di-03	7.5	8.8	7.0	8.2	10.0	8.0	2	32
DHS Dipper Di-11	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	39
DHS Dipper Di-13	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	39
DHS Dipper Di-15	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	1	39
DHS Dipper Di-16	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	1	39
DHS Dipper Di-18	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	39
DHS Dipper DM.SP10 Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	46
DHS Dipper DM.SP2000	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
DHS Dipper M C10	10.0	6.0	10.0	10.0	10.0	8.0	1	56
DHS Dipper M CP200	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	78
DHS Dipper M DM200	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	71
DHS Dipper M G100	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	80
DHS Dipper M G200	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	37
DHS Dipper M SP02	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	73
DHS Dipper M SP300	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	79
DHS Dipper M SP500	9.5	7.5	5.0	5.2	(not rated)	(not rated)	1	90
DHS Fang Bo All Wood	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	65
DHS Fang Bo B2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	70
DHS Fang Bo Carbon	9.5	9.2	5.7	6.3	8.9	9.4	15	72
DHS Hurrcane King II	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	165
DHS Hurricane 301	9.2	9.5	3.7	5.1	8.9	9.6	42	60
DHS Hurricane Bo 2 (Hurricane B2)	9.5	9.2	5.2	5.9	9.5	9.4	13	70
DHS Hurricane Dragon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
DHS Hurricane H-GY	9.1	9.6	6.0	6.7	10.0	9.6	2	99
DHS Hurricane H-LG	8.0	6.5	6.5	6.9	10.0	7.3	2	99
DHS Hurricane H-LN	8.0	9.0	(not rated)	(not rated)	(not rated)	9.0	1	98
DHS Hurricane H-QZ	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	70
DHS Hurricane H-TP	9.1	8.7	2.3	4.5	10.0	9.4	5	41
DHS Hurricane H-WH	8.8	8.4	5.5	6.8	9.0	8.9	7	70
DHS Hurricane H-WL	9.5	8.4	7.1	7.2	8.5	9.3	23	50
DHS Hurricane H-WN	8.5	7.5	7.0	9.1	5.0	9.0	2	79
DHS Hurricane Hao	8.3	8.9	4.1	5.9	6.1	8.9	13	89
DHS Hurricane Hao 656	8.7	9.3	6.2	7.4	7.7	9.3	16	139
DHS Hurricane Hao II	9.0	9.5	5.0	5.2	10.0	9.5	1	150
DHS Hurricane Hao III	9.0	9.4	7.4	6.6	9.2	9.5	15	168
DHS Hurricane King	8.5	8.9	5.9	6.6	6.3	9.1	24	141
DHS Hurricane King 655	8.4	8.6	5.3	6.7	7.5	9.1	10	134
DHS Hurricane King III	9.3	9.1	6.8	6.7	8.1	9.5	17	199
DHS Hurricane Long	9.9	9.5	5.7	6.7	10.0	9.9	4	190
DHS Hurricane Long 2	9.2	9.5	7.2	7.2	10.0	9.1	10	200
DHS Hurricane Long 3	9.4	9.4	5.3	6.1	9.6	9.6	32	200
DHS Hurricane Long 5	9.7	9.3	5.3	6.4	9.4	9.6	50	190
DHS Hurricane Ning	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	169
DHS Hurricane No.2	7.3	8.3	7.0	6.0	5.0	8.7	2	60
DHS Hurricane Xia	9.6	9.9	5.0	5.2	10.0	9.8	1	172
DHS Long 5	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	0
DHS Ma Long Balance	7.0	8.0	7.0	8.2	10.0	7.0	1	39
DHS Ma Long Energy	9.3	9.4	5.0	6.7	10.0	9.6	1	55
DHS Ma Long Light	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	39
DHS Magic A02	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	38
DHS Magic A05	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	33
DHS Magic C02	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	28
DHS Magic C03	7.5	8.0	3.0	6.7	(not rated)	8.0	1	28
DHS Magic D01 DEF	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
DHS Magic D02 DEF	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	56
DHS Magic D03	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	62
DHS Magician M-02	8.2	9.2	2.7	5.2	10.0	8.7	3	30
DHS Magician M-03	6.6	9.1	3.5	6.3	6.7	8.7	4	25
DHS Magician M-11	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	37
DHS Magician M-13	7.0	7.0	10.0	10.0	5.0	5.0	1	37
DHS Magician M-C02	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	28
DHS Magician M-C03	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	28
DHS Neo TG825	9.4	9.0	7.0	6.7	10.0	9.5	1	90
DHS O 123	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	35
DHS O102A	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	39
DHS O104A OFF	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	25
DHS PF4 016	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	30
DHS PF4 032	8.5	8.8	7.1	7.3	10.0	9.1	8	30
DHS PF4 08	7.5	8.0	6.3	6.0	8.3	8.4	4	30
DHS PG7	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	30
DHS POWER G 15 E	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	40
DHS Power G 7E	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	50
DHS Power-G 5 PG5	8.2	9.2	6.3	6.7	6.7	9.4	3	35
DHS Power-G PG12	9.0	8.1	5.4	7.3	8.3	8.6	5	45
DHS Power-G PG13	8.9	8.4	6.8	6.7	10.0	9.0	5	55
DHS Power-G PG15	9.0	9.1	4.0	5.2	7.5	9.1	2	40
DHS Power-G PG2	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	28
DHS Power-G PG2-L	7.7	8.4	5.7	5.2	7.5	8.4	3	27
DHS Power-G PG2-S	6.0	9.0	3.0	3.7	(not rated)	(not rated)	1	27
DHS Power-G PG3	7.8	8.1	2.3	7.0	8.8	8.1	6	33
DHS Power-G PG7	8.9	8.9	5.8	6.5	8.6	9.2	128	28
DHS Power-G PG8	7.8	8.2	6.5	7.5	6.7	8.3	4	30
DHS Power-G PG9	9.2	8.9	6.5	6.7	9.4	9.0	10	30
DHS Skyline TG7-AL	9.5	8.9	5.6	5.8	10.0	9.3	9	80
DHS Skyline TG7-AS	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	80
DHS Skyline TG7-BL	7.8	7.5	6.0	5.2	10.0	(not rated)	2	80
DHS Skyline TG7-BS	9.0	9.5	10.0	8.2	10.0	10.0	1	80
DHS TG 506+	9.3	9.4	7.0	6.7	10.0	9.5	2	119
DHS TG-7 CP	9.4	8.0	8.5	8.2	7.5	8.9	2	96
DHS TG-7 CP2	9.0	9.3	5.8	7.0	10.0	9.6	5	120
DHS TG-7 P	9.3	9.6	5.0	5.7	10.0	9.6	3	67
DHS TG-7 P2	9.0	9.0	5.0	6.7	(not rated)	(not rated)	1	75
DHS TG-7 SP	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	139
DHS TG825-L	9.8	8.2	4.7	6.7	10.0	9.5	3	130
DHS V-Series V302	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	184
DHS W968-5	10.0	10.0	10.0	10.0	10.0	10.0	1	500
DHS Wang Hao Control	7.5	9.5	5.0	5.2	5.0	8.0	1	33
DHS Wang Hao Special	7.0	7.0	7.0	6.7	10.0	7.0	1	39
DHS Wang Hao Sting	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
DHS Wang Liqin Carbon	9.3	8.2	5.0	6.7	5.0	8.4	1	67
DHS Wang Liqin Legend	8.7	9.2	3.0	6.7	10.0	8.8	1	45
DHS Wang Liqin Magic	8.5	9.0	5.0	6.7	10.0	9.5	1	33
DHS Wang Liqin Penhold	9.5	8.3	5.0	5.2	10.0	9.4	1	50
DHS Wang Liqin Ultima	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	45
DHS Wind CW-C	9.4	7.3	9.0	8.8	7.2	8.6	22	40
DHS Wind CW-E	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	26
DHS Wind SR-A	7.5	9.1	4.5	4.8	10.0	8.8	4	40
DHS Wind SR-B	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	40
DHS Wind W1030	8.4	8.5	5.0	5.2	0.0	8.2	1	23
Dr. Neubauer Barricade DEF	5.5	9.3	2.7	2.2	10.0	8.6	12	50
Dr. Neubauer Bulldozer	5.0	1.0	10.0	10.0	10.0	10.0	2	76
Dr. Neubauer Combination Effect	8.0	10.0	6.0	6.7	7.5	9.0	2	196
Dr. Neubauer Firewall Plus	8.4	9.0	5.9	3.4	7.9	8.9	13	65
Dr. Neubauer Hercules	7.0	9.0	7.0	8.2	(not rated)	9.0	1	153
Dr. Neubauer High Technology Plus	9.2	8.8	5.0	4.5	10.0	8.0	2	88
Dr. Neubauer Jackpot	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	75
Dr. Neubauer Kung Fu	7.5	8.8	7.0	6.7	10.0	9.0	2	68
Dr. Neubauer Matador	8.0	10.0	7.0	8.2	10.0	10.0	1	80
Dr. Neubauer Matador Texa	8.8	9.4	7.0	6.7	10.0	9.0	1	65
Dr. Neubauer Matador Texa Balsa	8.5	9.4	7.0	8.2	10.0	8.8	1	70
Dr. Neubauer Phenomenon	7.0	10.0	7.0	4.5	10.0	8.0	2	68
Dr. Neubauer Special	8.1	9.7	5.0	3.7	10.0	9.7	1	189
Dr. Neubauer Titan	7.0	10.0	7.0	6.7	(not rated)	9.0	1	299
Dr. Neubauer World Champion Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	70
Dr. Neubauer World Champion OFF-	8.0	9.0	5.0	5.2	10.0	8.0	1	64
Eastfield Allwood	6.0	10.0	5.0	5.2	(not rated)	8.0	1	30
Friendship/729 6030	8.8	9.1	6.0	7.2	10.0	9.0	4	18
Friendship/729 8030	9.7	6.5	10.0	9.1	10.0	8.5	5	34
Friendship/729 8040	7.3	8.3	7.0	4.5	8.3	8.2	3	32
Friendship/729 8041	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	32
Friendship/729 9010 Carbon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	32
Friendship/729 A-2	8.1	9.4	5.4	4.6	10.0	9.2	5	30
Friendship/729 A-3	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	30
Friendship/729 Black Whirlwind	7.3	9.0	5.0	6.7	(not rated)	8.8	2	20
Friendship/729 Black Whirlwind Transformer	8.7	9.3	5.0	5.2	7.5	9.0	4	18
Friendship/729 Bomb	8.5	8.5	5.1	6.0	8.8	8.6	42	18
Friendship/729 C-1	7.6	9.4	5.0	4.5	7.5	9.3	2	22
Friendship/729 C-2	7.7	8.5	4.0	4.8	7.5	8.5	4	17
Friendship/729 C-3	8.0	8.8	4.8	5.8	8.8	8.6	10	30
Friendship/729 C-5	7.5	10.0	5.0	5.2	10.0	10.0	1	15
Friendship/729 Dragon	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	(not rated)	0	10
Friendship/729 Dynasty Hinoki	8.5	8.6	4.6	5.8	10.0	8.8	7	32
Friendship/729 Dynasty Hinoki Carbon	9.1	8.4	5.8	6.3	8.3	8.6	9	31
Friendship/729 Dynasty Super Carbon	9.7	7.1	7.9	8.1	10.0	8.1	8	32
Friendship/729 Dynasty Two Speed Carbon	8.7	7.5	6.0	6.7	7.5	8.2	2	32
Friendship/729 F-1	8.6	8.1	5.0	6.0	0.0	8.5	6	15
Friendship/729 F-2	7.0	9.0	5.0	5.2	10.0	8.0	1	15
Friendship/729 F-3 Hao Shuai	9.0	5.0	(not rated)	(not rated)	(not rated)	(not rated)	2	27
Friendship/729 Fighter Arylate Carbon	8.2	8.7	7.0	7.2	10.0	9.3	5	17
Friendship/729 Fighter Carbon	8.0	7.0	7.0	6.7	5.0	8.0	1	22
