종목	코드	현재가	시가총액	PER	E_PER	PBR	ROE	배당수익률
도부마스크	227420		52					
케이디켐	221980	11250	456	6.09		0.57	10.02	4.43
미래에셋대우스팩3호	328380	2020	131	404.00		1.04		
셀바스헬스케어	208370	2645	582			2.41	-17.18	
덕우전자	263600	7670	1,260	14.36		1.42	10.43	1.77
보라티알	250000	7840	525	15.78		0.94	6.26	1.93
라이프사이언스테크놀로지	285770		82					
에이팩트	200470	6450	1,116	26.61		1.84	7.14	
로고스바이오	238120	14900	532	462.50		2.54	0.56	
에어부산	298690	3760	1,960			1.81	-56.00	
엘브이엠씨홀딩스	900140	5040	2,587			0.81	-15.37	
파버나인	177830	4500	524			0.97	-24.25	
제일약품	271980	38700	5,595			3.22	-5.96	0.18
우정바이오	215380	8260	912	292.14		3.15	1.16	
구스앤홈	329050		41					
진코스텍	250030		128					
메디쎄이	200580		174					
엔에스엠	238170		242					
코스맥스엔비티	222040	5820	1,192			1.69	-22.01	
에이에프더블류	312610	12300	1,317	24.39		1.82	11.89	0.77
흥국에프엔비	189980	1810	664	16.76		1.01	8.57	1.66
디알젬	263690	20200	2,220	26.67		6.21	55.87	0.25
썸에이지	208640	707	871			3.40	-76.84	
아우딘퓨쳐스	227610	5040	505			1.46		
IBKS제10호스팩	299170	2100	90	231.11		1.08	0.49	
나노브릭	286750	11050	522			3.78	-9.96	
서진시스템	178320	26150	4,733	9.73		1.80	20.07	1.15
케이엔제이	272110	9100	562				26.22	
크리스탈신소재	900250	1560	1,078	4.76		0.41	9.01	
토박스코리아	215480	1190	493	301.25		2.16	0.76	
상상인이안제2호스팩	329560	2010	78			1.10		
휴메딕스	200670	23500	2,303	25.52		2.03	10.85	2.16
모비스	250060	2480	788			2.96	-2.35	
지앤이헬스케어	299480		200					
유안타제4호스팩	313750	2015	94	403.00		1.07	0.45	
비피도	238200	20250	826	52.60		1.77		
씨아이에스	222080	4985	2,918	25.52		4.82	23.93	
나무가	190510	16900	1,134			2.54	27.86	
대동고려삼	178600		307					
크로넥스	215570		107					
케어랩스	263700	18250	1,144	70.08		1.79	0.95	
현대코퍼레이션홀딩스	227840	10050	910	8.86		0.48	9.32	5.00
바이오로그디바이스	208710	1620	471	7.48		0.83	11.98	
롯데정보통신	286940	38350	6,220	11.18	15.00	1.59	10.17	1.73
롯데리츠	330590	5640	9,768					
한화시스템	272210	8170	9,072	11.66	12.00	1.00	7.43	3.77
로스웰	900260	462	665	20.39		0.26	1.19	
이비테크	208850		46					
에이디테크놀로지	200710	32250	2,966	35.67		5.04	15.31	
예선테크	250930	2195	726			1.93	-11.74	
윌링스	313760	9920	493	14.16		1.36	10.78	0.79
셀리드	299660	22650	2,263			4.38	-7.69	
힘스	238490	20600	1,176	15.83		1.70	24.62	0.96
코리아에셋투자증권	190650	7060	459	6.01		0.68	11.68	3.48
팬젠	222110	7310	711			4.12	-39.40	
유테크	178780	1925	483			2.19	-14.84	
신라젠	215600	12100	8,666			14.10	-100.14	
유안타제3호스팩	287410	2065	87	229.44		1.14	0.52	
디앤씨미디어	263720	27850	3,437	59.20		7.83	22.30	
케이비제19호스팩	330990	2010	86			1.05		
마이크로텍	227950	2385	950			3.29	-44.12	
이녹스첨단소재	272290	36650	3,559	10.30	11.00	1.92	16.08	
헝셩그룹	900270	819	654	2.01		0.24	12.56	
지놈앤컴퍼니	314130		2,694					
에스엠비나	299670		223					
로보쓰리	238500		28					
엔지스테크널러지	208860	7050	748			7.80		
바이옵트로	222160		62					
넷마블	251270	96800	83,565	48.94	32.00	1.69	5.62	
비씨월드제약	200780	21100	1,783	24.27		1.72	6.47	0.46
티씨엠생명과학	228180		474					
육일씨엔에쓰	191410	3530	330			1.12	-19.27	
SKC코오롱PI	178920	32900	9,676	54.64	19.00	3.85	18.68	0.96
펄어비스	263750	209000	27,533	14.29	17.00	3.94	24.91	
이노인스트루먼트	215790	2170	844			1.29	-50.28	
에듀파트너	208890		17					
브릿지바이오테라퓨틱스	288330	48900	3,363	215.04		4.86	9.11	
유진스팩5호	331380	2010	81			1.08		
진에어	272450	10200	3,150		-4.00	1.62	-63.44	
안지오랩	251280		428					
우리금융지주	316140	8030	59,298	2.96	4.00	0.28	7.41	8.53
위지윅스튜디오	299900	5070	1,606	25.24	17.00	2.64	15.64	
골든센츄리	900280	331	526	1.40		0.18	14.99	0.91
줌인터넷	239340	4750	1,276			4.86		
쎄노텍	222420	1920	773			2.22	-6.02	
빅텐츠	210120		97					
서연이화	200880	3395	926			0.15	-7.35	2.92
나라소프트	288490		53					
동양파일	228340	2460	510			0.42	-11.74	
테고사이언스	191420	18400	1,484	116.88		3.09	1.81	
인크로스	216050	25900	2,058	22.08	19.00	2.86	15.00	
엠아이텍	179290	4135	1,273	29.06		2.64	7.88	1.20
유에스티	263770	4145	1,049	41.36		2.24	5.64	
교보9호스팩	331520	2000	78			1.07		
플럼라인생명과학	222670		237					
삼양패키징	272550	17600	2,536	8.93		0.89	11.40	4.20
와이엠티	251370	25050	1,892	13.94		2.31	18.60	
케이비17호스팩	317030	2045	111	156.92		1.07		
베스파	299910	12400	985			1.17	-8.99	
GRT	900290	1650	1,102	1.66		0.22	15.94	
에이치엘사이언스	239610	52100	2,730	13.42		3.19	26.04	0.75
티케이씨	191600		399					
애드바이오텍	179530		203					
한국미라클피플사	331660		199					
디와이파워	210540	9100	983	6.30		0.57	12.03	2.25
미투온	201490	6210	1,947	17.95		2.61	15.94	
에스퓨얼셀	288620	21500	1,267	77.10		3.75	12.10	0.23
레이	228670	53000	3,559	28.04	21.00	5.98	25.74	
제테마	216080	29950	2,560			5.67	13.22	
피엔에이치테크	239890		274					
데이타솔루션	263800	6150	960			3.75	-2.61	
옐로페이	179720		34					
심텍	222800	12400	3,886		7.00	1.72	24.45	1.25
엔에이치스팩12호	273060	2075	157	104.50		1.10	1.04	
판도라티비	202960		71					
브이원텍	251630	7460	1,142	17.21		1.38	8.37	1.32
라닉스	317120	7900	775			4.46	-1.19	
더블유게임즈	192080	69100	13,023	11.80	10.00	1.86	18.05	0.49
오가닉티코스메틱	900300	1185	672	1.83		0.24	19.43	
대신밸런스제7호스팩	332290	2010	105			1.01		
플리토	300080	14600	746			3.18	-125.49	
원텍	216280		222					
인터코스	240340		58					
SK디앤디	210980	24550	4,681	10.42	5.00	1.30	24.41	2.43
아이스크림에듀	289010	9450	1,222	22.84		1.68	8.07	1.05
지노믹트리	228760	17550	3,458			3.30		
에이비온	203400		603					
엠에프엠코리아	251960		311					
상신전자	263810	3215	459	20.12		1.29	7.48	
바이오코아	216400		691					
유티아이	179900	18100	2,853	57.10		4.45	8.10	0.56
한류AI센터	222810	703	318				-77.95	
인카금융서비스	211050		258					
켄코아에어로스페이스	274090	8470	775			2.34	-73.70	
하이제4호스팩	317240	2025	89	405.00		1.05		
컬러레이	900310	1680	907	3.57		0.58	21.94	
케이사인	192250	1500	970	24.19		1.75	7.00	
하나금융14호스팩	332710	2005	88			1.07		
라온피플	300120	22950	2,350	23.07		3.89	19.03	0.66
원익IPS	240810	35050	16,934	38.98	14.00	2.94	19.55	
SV인베스트먼트	289080	3135	1,664			3.01	19.34	0.96
탑선	180060		969					
레이언스	228850	12250	2,049	13.95		1.00	8.75	2.43
유니온커뮤니티	203450	2915	423	11.18		1.12	12.20	2.43
펌텍코리아	251970	17000	2,213	10.15		1.32	18.07	1.85
지니언스	263860	4860	475	15.29		1.33	9.43	
제너셈	217190	3085	269	12.77		1.34	16.48	1.63
이에스산업	241510		275					
한국맥널티	222980	5370	541			1.96	-3.84	
AP위성	211270	7450	1,110	89.04		1.26	0.87	0.95
에스에스알	275630	6780	389	34.59		1.57	4.69	
젠큐릭스	229000		1,079					
한화에스비아이스팩	317320	2925	127	265.45		1.57		
한일시멘트	300720	83300	3,482	8.60	7.00	0.39	6.26	5.59
윈하이텍	192390	2660	288			0.53		
신한제6호스팩	333050	2010	100			1.10		
윙입푸드	900340	1855	890	2.87		0.79	31.07	0.68
대유에이피	290120	6570	715	8.96		1.53		3.04
아이피몬스터	223220		28					
캔서롭	180400	7740	1,776			7.26	-70.05	
드림시큐리티	203650	3340	1,705	52.66		2.61	5.72	
휴벡셀	212310		239					
엘리비젼	276240		19					
노브메타파마	229500		2,061					
세화피앤씨	252500	4495	933	155.17		3.47	2.29	0.22
블러썸엠앤씨	263920	3810	488			0.76	-12.02	
넵튠	217270	6630	1,517			2.20	-25.05	
DSC인베스트먼트	241520	2945	549	8.64		1.50	18.82	
덕산테코피아	317330	13650	2,536	20.51		1.72	10.78	
쿠쿠홀딩스	192400	87700	6,309	7.94		0.82	12.38	3.38
미래에셋대우스팩4호	333430	2010	89			1.04		
SBI핀테크솔루션즈	950110	8620	2,113	24.63		4.77	33.43	2.16
이노메트리	302430	14550	1,457	34.16		2.85	9.19	1.33
휴네시온	290270	6120	588	32.73		2.47	7.80	0.57
한진칼	180640	78800	52,129			4.22	-5.05	0.29
썬테크	217320		105					
이에스브이	223310	166	270			0.69	-8.22	
IBKS제7호스팩	276920	2060	75	171.67		1.04	0.60	
프로스테믹스	203690	4250	1,924			6.50	-10.57	
LS전선아시아	229640	7170	2,193	13.69		1.56	11.51	2.51
네오오토	212560	3975	319	12.79		0.40	3.18	1.23
스튜디오드래곤	253450	76600	21,887	84.95	47.00	5.00	10.43	
유비쿼스	264450	38300	1,939	17.41		2.20	13.24	1.19
두산밥캣	241560	23100	23,158	9.76	11.00	0.56	5.19	5.20
IBKS제12호스팩	335870	2040	64			1.06		
에스케이씨에스	224020		20					
자이에스앤디	317400	5680	1,535				12.01	1.75
감마누	192410	408	100	8.68		0.36	4.18	
리메드	302550	35900	2,192	44.17	24.00	8.69	31.26	
엑세스바이오	950130	4270	1,407			5.66	-56.79	
이즈미디어	181340	3510	253			0.68	-4.78	
대유	290380	14100	1,285	25.22		2.00	7.91	1.76
에치에프알	230240	36550	4,343	1,907.89	19.00	6.03	24.51	
린드먼아시아	277070	4665	617	14.60		1.36	9.73	1.95
그리티	204020	2670	546	30.45		0.74	2.43	1.11
싸이토젠	217330	11750	665			3.71	-20.72	
네오셈	253590	1930	730	20.47		1.77	-4.94	0.51
씨앤지하이테크	264660	8060	688	5.08		1.04	19.05	1.83
미래테크놀로지	213090	8500	519	67.30		0.88	5.74	1.41
더콘텐츠온	302920		364					
화승엔터프라이즈	241590	13800	8,324	16.65	13.00	1.68	16.63	0.33
IBKS제11호스팩	335890	2055	98			1.06		
캐리소프트	317530	5280	355			11.88	-19.45	
슈피겐코리아	192440	61300	4,078	10.11	9.00	1.34	14.54	1.98
코디엠	224060	385	657	9.05		0.85	9.95	
잉글우드랩	950140	4815	964	29.22		1.48	3.85	
NHN	181710	91800	17,550	142.16	21.00	1.06	5.14	
코리아센터	290510	17650	4,386				3.75	
모두투어리츠	204210	2690	209					
에코마케팅	230360	36750	5,913	18.74	16.00	5.25	29.82	1.84
이도바이오	336040		417					
수젠텍	253840	33050	4,540			18.14	166.40	
덕산네오룩스	213420	32750	7,755	31.45	26.00	4.63	17.09	
이랜시스	264850	2105	578	52.07		2.25	5.78	1.87
에스디생명공학	217480	4990	1,123			1.22	-20.61	
인산가	277410	1850	500	15.71		1.63	11.45	1.59
유니테크노	241690	11350	1,318	23.61		1.97	8.70	
지니틱스	303030	3030	1,066	215.36		3.42	1.96	
슈프리마아이디	317770	16150	477	40.18		1.23	3.53	
드림텍	192650	6770	4,231	16.24		1.86	13.24	2.35
에이텍티앤	224110	11250	598	23.58		1.21	5.28	
코오롱티슈진	950160	8010	4,896			5.24	-40.73	
제이앤티씨	204270	14050	8,070	8.25		2.47	31.74	
큐브엔터	182360	3360	889	90.41		5.05	7.10	
디케이티	290550	11000	893	11.24		1.53	18.32	
프로테옴텍	303360		727					
유안타제5호스팩	336060	2005	119			1.04		
솔트웍스	230980	6890	934			8.41	-71.91	
자비스	254120	1750	332			4.29	-87.25	
엔에스컴퍼니	224760		630					
한솔제지	213500	14750	3,534	6.73		0.58	11.02	4.04
신한제4호스팩	277480	2055	124	102.75		1.11	1.11	
크라운제과	264900	9550	1,199	6.72		0.90	14.02	2.61
러셀	217500	2150	682	16.25		1.55	11.52	1.17
코스메카코리아	241710	11200	1,218	20.92		0.92	4.54	
에스피시스템스	317830	6260	543	37.26		1.62	5.22	0.30
코스맥스	192820	93500	9,497	29.84	22.00	2.76	12.09	0.95
엄지하우스	224810		167					
JTC	950170	5420	1,894	10.27		0.72		0.65
만도	204320	26050	12,608	11.41	25.00	0.83	3.30	2.05
엘앤씨바이오	290650	96000	7,192	97.99		12.35	15.72	0.10
티에스아이	277880		1,017					
엔케이맥스	182400	13850	4,241			3.94	-16.05	
두산퓨얼셀	336260	12350	8,407	23.09	66.00	6.53	8.13	
와이아이케이	232140	3960	2,553			2.36	-10.66	
클래시스	214150	15600	10192	25.61	24.00	10.51	38.88	0.29
SG	255220	1900	711	6.89		0.98	15.65	
AP시스템	265520	26500	3,852	43.04	13.00	3.54	24.25	0.19
SGA임베디드	224880		162					
켐온	217600	1310	846	42.74		2.12	5.42	
마이크로디지탈	305090	19450	699			3.92	-47.20	
메카로	241770	11300	1,172	19.53		0.82	5.89	1.38
대모	317850	5060	443	22.64		1.02	4.49	1.32
와이제이엠게임즈	193250	1575	847			1.18	-8.33	
이엠티	232530		373					
SNK	950180	17150	3,602	18.11		1.15	15.59	
글로벌텍스프리	204620	2950	1,106	19.04		1.45	7.91	
테라셈	182690	3555	770			6.64	-58.90	
네오펙트	290660	4225	516			4.19	-77.93	
노드메이슨	317860		261					
천보	278280	84200	9,050	39.28	29.00	4.25	14.17	0.33
두산솔루스	336370	38200	12,542	90.91	57.00	11.55	18.37	
야스	255440	14400	1,874	17.31		1.25	20.88	1.04
라온테크	232680		195					
민앤지	214180	15400	1,966	11.66		1.63	15.71	1.48
영화테크	265560	10250	623			1.30	-3.20	0.43
삼양옵틱스	225190	9940	1,002	8.32		2.94	35.97	10.07
디딤	217620	1510	562	40.00		1.65	4.24	
에스제이그룹	306040	57000	1,868	10.91		2.62	33.03	0.70
오션브릿지	241790	14600	1,450	13.46		2.22	17.69	1.86
제이에스코퍼레이션	194370	7480	999	14.66		0.61	5.26	6.68
원바이오젠	278380		316					
화이브라더스코리아	204630	4745	1,325			3.33	-12.79	
시큐센	232830		148					
제놀루션	225220		548					
뿌리깊은나무들	266170		50					
아세아시멘트	183190	60800	2,435	8.73		0.30	4.21	2.40
대신밸런스제8호스팩	336570	1995	112			1.06		
엔바이오니아	317870	7500	559	48.19		2.58	7.26	
대보마그네틱	290670	27200	2,031	51.77		5.58	11.79	
한독크린텍	256150	18600	752	13.80		2.09	21.94	1.07
라파스	214260	14700	1,235	138.32		2.54	7.36	
강스템바이오텍	217730	9350	2,004			3.64	-41.61	
세아제강	306200	46950	1,367	5.50		0.24	4.42	4.15
피씨엘	241820	17100	1,622			27.82	-102.36	
메디안디노스틱	233250		864					
파워풀엑스	266870		77					
데브시스터즈	194480	9200	1,017			0.88	-12.10	
노터스	278650	21200	1,603				13.42	
지엘팜텍	204840	926	413			14.90	-108.38	
코미코	183300	37100	3,141	14.59		2.59	19.71	1.12
씨엠에스에듀	225330	5490	1,004	16.79		2.47	15.29	7.89
SK5호스팩	337450	2015	87			1.05	-0.68	
푸드나무	290720	21450	1,511	38.61	21.00	2.94	13.41	0.31
한국바이오젠	318000	6760	549			2.12	-7.66	0.74
질경이	233990		152					
포인트엔지니어링	256630	4205	2,333	196.67		3.37	1.96	0.48
퓨쳐스트림네트웍스	214270	1190	1,160	16.43		1.84	6.78	
파인이엠텍	278990		159					
명진홀딩스	267060		145					
엔에스	217820	8300	820	19.07		2.55	14.50	0.96
에이스토리	241840	8200	764			1.98	3.46	
네온테크	306620	1870	667	69.26			5.75	
유엑스엔	337840		258					
LPK로보틱스	183350		66					
파티게임즈	194510	536	131	10.94		0.30	2.76	
에이원알폼	234070		691					
이노벡스	279060		91					
코썬바이오	204990	1225	391			8.01	-170.24	
팜스빌	318010	13850	1,110	12.83		1.99	18.01	1.43
틸론	217880		145					
액트로	290740	9960	1,005	6.56		1.22	21.00	2.00
케이엠제약	225430	3170	685			2.83	-3.76	
한국비엔씨	256840	2060	997			7.45	12.23	
골프존데카	183410		56					
NH프라임리츠	338100	5060	946					
현대중공업지주	267250	251500	40444		-36.00	0.49	-1.44	7.23
세미콘라이트	214310	887	234			0.56	-81.56	
SK4호스팩	307070	2035	105	113.06		1.14	1.00	
나무기술	242040	4070	1,179	56.97		6.87	23.65	
JW생명과학	234080	17700	2,803	12.78		2.29	18.63	2.83
한화에이스스팩4호	279410	2050	72	170.83		1.07	0.62	
에스제이켐	217910		45					
노바렉스	194700	33700	3,030	16.77	15.00	2.78	19.86	0.59
엑셈	205100	3885	1,304	17.34		1.88	7.47	
엔에이치스팩14호	319400	2010	173	117.94		1.03		
	205290							
한국제7호스팩	291210	2045	104	136.67		1.11	0.82	
피엔아이컴퍼니	242350		43					
보광산업	225530	4590	1,659	26.26		2.43	9.99	1.09
파마리서치바이오	217950		664					
엔에이치스팩15호	339950	2000	131			1.04		
케이피에스	256940	24150	1,197			10.01	-1.13	
엔지켐생명과학	183490	78700	5,985			8.42	-25.41	
이노션	214320	53700	10940	14.86	13.00	1.43	10.65	2.74
현대일렉트릭	267260	8160	2,967		-37.00	0.42	-1.15	
하나머스트제6호스팩	307160	2075	95	103.50		1.14	1.12	
세원	234100	2980	674	44.93		1.82		
미디어젠	279600	5490	260			1.45	-4.11	
퓨전	195440	2075	86			0.26		
삼성스팩2호	291230	2020	153	91.82		1.08	1.17	
피에스케이	319660	25150	3,706	18.65		1.90	21.32	1.20
휴마시스	205470	3765	1,228			6.93	241.11	
휴온스	243070	51900	5,108	13.35		2.58	18.84	1.23
넷게임즈	225570	7590	2,189			5.66	-60.09	
하이제5호스팩	340120	2000	100			1.09		
미래생명자원	218150	3780	710	65.52		2.25	3.55	
현대건설기계	267270	19100	3,901		24.00	0.31	1.31	
명성티엔에스	257370	15050	968	192.41		2.52	1.33	
금호에이치티	214330	3805	991			0.57	-0.05	
SGA솔루션즈	184230	1160	433			2.36	-88.20	
아이엘사이언스	307180	1885	396				-37.29	
에스트래픽	234300	6100	734			2.37	-26.33	
롯데제과	280360	129500	8,278	21.75		0.68	3.19	1.01
마니커에프앤지	195500	9420	1,034	28.49		2.72	9.78	
테크트랜스	258050		187					
수프로	185190		66					
하나금융13호스팩	320000	2040	69			1.09		
하나제약	293480	22450	3,621	13.35		1.60	13.30	2.06
신흥에스이씨	243840	40750	2,904	17.66		2.80	16.96	0.65
액션스퀘어	205500	1505	624			3.09	-56.74	
패션플랫폼	225590	1190	312	7.50		0.76	11.69	
SK6호스팩	340350	2010	115			1.03		
바이오시네틱스	281310		112					
RFHIC	218410	37650	9,002	60.02	25.00	4.57	17.44	0.53
경동도시가스	267290	17350	1,023	4.17		0.30	7.45	5.04
교보8호스팩	307280	2040	76	203.50		1.11	0.55	
세틀뱅크	234340	31100	3,016	22.20		2.64	12.71	1.17
셀젠텍	258250		323					
케어젠	214370	57300	6,081	21.66		2.60	13.31	4.95
굿센	243870		160					
해성디에스	195870	17300	2,890	15.77	11.00	1.39	12.46	2.06
미애부	225850		76					
아이진	185490	8800	998			5.29	-112.62	
유진스팩4호	321260	2020	70	201.00		1.03		
나우IB	293580	5020	520	17.65		0.74		2.73
스템랩	258540		265					
타이거일렉	219130	6810	470	29.22		1.08	3.77	
한국제6호스팩	281410	2060	93	93.64		1.08	1.15	
유안타제6호스팩	340360	2010	137			1.03		
대신밸런스제6호스팩	307750	2020	102			1.06	-0.35	
나인테크	267320	2110	753	19.08		8.18	71.24	
녹십자웰빙	234690	10900	1,944				10.18	0.73
에이비프로바이오	195990	858	1,659			1.13	-30.24	
경보제약	214390	8050	1,934	37.63		1.30	3.55	1.24
올리패스	244460	13300	2,132			11.00	-29.17	
압타바이오	293780	26600	2,947			3.87	-13.48	
티움바이오	321550	13450	3,087				-11.70	
이더블유케이	258610	5160	600			1.47	-4.14	
한화플러스제1호스팩	340440	2000	95			1.06		
링크제니시스	219420	7800	780	520.00		2.60	2.26	
상상인이안1호스팩	307870	2015	95	100.25		1.07	1.05	
나눔테크	244880		165					
배럴	267790	11850	919	13.31		2.01	16.33	
토니모리	214420	10900	1,932			1.94	10.04	
알테오젠	196170	203200	27,964	553.46		38.17	8.09	
신한알파리츠	293940	6930	3,325					
앙츠	267810		25					
현대에너지솔루션	322000	28500	3,192	10.22		0.99		
소프트캠프	258790	2040	502	103.75		8.11		
컴퍼니케이	307930	8200	1,307	13.86		2.55	22.88	1.91
레몬	294140	15850	5,572			25.92	-41.23	
티라유텍	322180	13500	728	21.17		3.84	14.71	
아시아나IDT	267850	15400	1,720			1.22	-5.44	3.23
현대오토에버	307950	43750	9,324	16.61		1.83	11.18	1.60
까스텔바작	308100	11850	785	11.00		1.02	9.45	
