종목명	현재가	전일비	등락률	액면가	시가총액	배당금	PER	ROE	PBR	유보율	배당율
신흥에스이씨	40,200	650	+1.64%	2,500	2,702	280	16.43	17.29	2.60	513.6	0.006965174129353234
슈프리마	37,050	650	+1.79%	500	2,665	N/A	9.13	21.18	1.84	3,720.6	
다날	3,980	95	+2.45%	500	2,658	0	34.31	13.96	1.23	637.9	0.0
미래컴퍼니	31,200	550	+1.79%	500	2,609	229	32.13	11.06	2.13	2,885.4	0.00733974358974359
피엔티	12,450	350	+2.89%	500	2,569	0	282.95	-2.60	2.64	791.5	0.0
이크레더블	21,300	50	-0.23%	500	2,565	740	17.69	26.81	5.40	799.7	0.03474178403755868
에이치엘사이언스	49,850	900	+1.84%	500	2,563	400	12.59	27.38	3.00	3,136.4	0.00802407221664995
코아시아	9,760	60	+0.62%	500	2,562	77	53.04	5.82	1.75	967.5	0.007889344262295083
동국S&C	4,455	15	+0.34%	500	2,546	100	17.47	3.69	0.95	841.4	0.02244668911335578
크리스에프앤씨	21,450	50	-0.23%	1,000	2,513	400	12.07	11.77	1.14	1,835.4	0.018648018648018648
인크로스	30,900	2,200	+7.67%	500	2,490	N/A	26.71	14.48	3.45	1,897.3	
우리기술투자	2,950	10	+0.34%	500	2,478	N/A	23.23	15.11	2.98	89.0	
와이엠씨	12,400	500	+4.20%	500	2,477	N/A	-174.65	-1.95	2.88	741.6	
에이피티씨	10,650	880	+9.01%	100	2,474	N/A	12.53	N/A	3.55	2,795.0	
피앤이솔루션	16,800	650	+4.02%	500	2,468	0	12.10	21.81	2.83	999.2	0.0
이지바이오	4,260	0	0.00%	500	2,468	50	112.11	0.57	0.72	1,250.8	0.011737089201877934
와이아이케이	3,880	270	+7.48%	100	2,464	N/A	-46.19	-10.66	2.28	1,469.9	
다산네트웍스	7,680	190	+2.54%	500	2,464	N/A	147.69	1.11	1.50	1,003.1	
서희건설	1,185	0	0.00%	500	2,454	30	3.32	18.62	0.60	282.2	0.02531645569620253
인터플렉스	10,500	350	+3.45%	500	2,449	N/A	-8.12	-12.24	1.14	1,773.0	
파세코	17,450	50	+0.29%	500	2,443	250	29.63	11.86	3.41	984.8	0.014326647564469915
인바디	17,850	150	+0.85%	500	2,443	140	12.23	15.47	1.66	2,053.8	0.00784313725490196
선데이토즈	25,450	150	+0.59%	500	2,436	N/A	82.10	2.16	1.70	2,984.2	
한국전자금융	7,130	250	+3.63%	500	2,435	110	162.05	2.90	1.43	1,053.0	0.015427769985974754
성우하이텍	3,040	170	+5.92%	500	2,432	80	6.19	3.69	0.22	2,747.8	0.02631578947368421
파멥신	35,100	1,900	+5.72%	500	2,426	0	-17.42	N/A	3.87	1,797.8	0.0
키이스트	14,100	200	+1.44%	500	2,407	0	-48.45	-17.44	5.06	437.1	0.0
라온피플	23,300	1,850	+8.62%	500	2,407	150	23.63	19.03	3.99	1,106.1	0.006437768240343348
큐렉소	7,190	80	+1.13%	500	2,398	N/A	-11.83	-45.47	5.54	164.2	
ISC	16,900	300	+1.81%	500	2,390	50	54.87	2.57	1.38	2,390.4	0.0029585798816568047
코윈테크	25,800	550	+2.18%	500	2,387	471	12.06	N/A	2.31	2,277.8	0.01825581395348837
큐로컴	2,090	10	+0.48%	500	2,378	N/A	-12.59	-33.26	4.34	-14.7	
모두투어	12,500	250	+2.04%	500	2,362	120	-32.55	1.39	1.86	1,529.6	0.0096
비덴트	6,880	50	+0.73%	500	2,339	N/A	-26.67	-3.01	0.94	1,377.0	
태광	8,780	250	+2.93%	500	2,327	100	25.82	2.53	0.53	3,264.9	0.011389521640091117
셀리드	23,900	350	+1.49%	500	2,306	N/A	-89.85	-7.69	4.46	971.8	
제이브이엠	36,300	700	+1.97%	500	2,298	400	29.63	4.70	1.70	4,271.1	0.011019283746556474
CJ프레시웨이	19,350	650	+3.48%	1,000	2,297	250	-18.62	2.59	1.29	1,045.9	0.012919896640826873
아나패스	22,650	200	+0.89%	500	2,294	100	-7.15	-35.69	5.62	919.3	0.004415011037527594
아모텍	23,450	1,500	+6.83%	500	2,285	N/A	-63.90	0.18	1.13	3,585.5	
이테크건설	81,200	4,000	-4.69%	5,000	2,274	1,500	14.20	6.68	0.71	2,086.7	0.01847290640394089
루미마이크로	1,760	5	+0.28%	500	2,264	0	-4.48	N/A	1.99	81.5	0.0
연우	18,250	0	0.00%	500	2,263	160	13.41	8.38	1.07	3,285.7	0.008767123287671232
경동제약	8,480	70	+0.83%	500	2,251	400	11.19	9.18	0.89	1,704.3	0.04716981132075472
성광벤드	7,850	200	+2.61%	500	2,245	100	23.57	1.41	0.50	3,066.7	0.012738853503184714
포스코엠텍	5,360	410	-7.11%	500	2,232	80	20.69	11.87	2.46	332.3	0.014925373134328358
아모그린텍	13,450	300	+2.28%	500	2,219	N/A	98.18	8.61	5.62	316.1	
모다이노칩	2,765	50	+1.84%	500	2,204	N/A	42.54	1.50	0.64	772.8	
휴메딕스	22,100	500	+2.31%	500	2,204	500	24.42	9.55	1.94	2,719.3	0.02262443438914027
KNN	1,660	0	0.00%	500	2,198	20	33.20	4.17	1.14	196.5	0.012048192771084338
포인트엔지니어링	3,880	85	-2.14%	100	2,192	20	184.76	1.96	3.17	1,089.6	0.005154639175257732
JW신약	5,190	90	+1.76%	500	2,163	60	-61.06	2.90	3.67	56.1	0.011560693641618497
나노엔텍	8,090	180	-2.18%	500	2,160	0	29.74	15.10	5.08	276.9	0.0
올리패스	13,500	750	+5.88%	500	2,156	N/A	-4.21	588.12	15.08	129.3	
티에스이	19,450	1,200	+6.58%	500	2,151	200	7.88	10.33	1.16	3,015.8	0.010282776349614395
시노펙스	2,965	30	+1.02%	500	2,151	N/A	26.47	8.27	2.43	146.6	
리메드	36,050	150	+0.42%	500	2,151	0	43.33	24.53	7.60	707.4	0.0
와이엔텍	11,800	50	-0.42%	500	2,148	N/A	10.51	14.66	1.54	1,382.0	
앤디포스	4,175	295	+7.60%	200	2,145	0	-278.33	-0.64	1.89	1,010.4	0.0
와이엠티	28,950	1,950	+7.22%	500	2,144	N/A	15.79	18.60	2.62	2,025.3	
펌텍코리아	17,250	900	+5.50%	500	2,139	330	9.81	18.07	1.28	2,543.9	0.019130434782608695
티케이케미칼	2,350	35	+1.51%	500	2,136	N/A	-87.04	N/A	0.71	459.3	
에스에이엠티	2,130	45	+2.16%	500	2,130	140	5.66	16.62	0.88	362.8	0.06572769953051644
넷게임즈	7,370	320	+4.54%	500	2,125	N/A	-36.49	-60.09	4.84	159.9	
한스바이오메드	21,300	50	+0.24%	500	2,109	120	27.95	14.20	2.81	1,438.6	0.005633802816901409
필옵틱스	11,200	300	+2.75%	500	2,109	0	-19.38	-25.72	3.14	587.5	0.0
케이엠	20,450	550	-2.62%	500	2,103	57	17.42	8.15	2.10	1,576.3	0.002787286063569682
도이치모터스	7,420	20	+0.27%	500	2,080	N/A	4.20	26.20	0.80	1,508.6	
녹십자엠에스	9,830	120	+1.24%	500	2,076	N/A	-9.84	-49.93	4.13	373.8	
디알젬	18,300	50	-0.27%	500	2,073	50	24.90	17.88	5.80	490.6	0.00273224043715847
남화토건	17,650	1,000	+6.01%	500	2,072	70	43.37	3.81	1.56	2,159.2	0.00396600566572238
엠에스오토텍	6,050	110	+1.85%	500	2,071	75	28.67	13.84	1.30	578.5	0.012396694214876033
SBI핀테크솔루션즈	8,370	160	-1.88%	0	2,064	185	24.05	30.05	4.66	190.9	0.022102747909199524
가비아	15,200	250	+1.67%	500	2,057	40	19.24	15.73	2.71	1,018.9	0.002631578947368421
SKC 솔믹스	3,345	150	+4.69%	500	2,057	N/A	-196.76	0.42	2.11	190.3	
한국정보인증	6,600	110	+1.69%	500	2,057	100	28.82	8.65	2.41	442.9	0.015151515151515152
지니뮤직	3,530	120	-3.29%	500	2,051	N/A	30.96	4.91	1.32	431.2	
큐리언트	23,750	550	+2.37%	500	2,049	0	-10.82	65.60	17.22	-2,478.1	0.0
바이오솔루션	25,250	1,400	+5.87%	500	2,043	N/A	-290.23	-1.44	4.16	1,089.5	
오텍	13,250	800	+6.43%	500	2,039	130	23.49	7.58	1.36	1,847.8	0.009811320754716982
진로발효	30,800	150	-0.48%	500	2,039	1,350	14.77	15.81	2.81	2,734.2	0.04383116883116883
비트컴퓨터	12,250	650	+5.60%	500	2,036	61	35.10	15.57	4.15	505.4	0.004979591836734694
코나아이	13,050	0	0.00%	500	2,030	N/A	-38.27	-5.96	2.25	1,285.4	
캠시스	3,010	45	+1.52%	500	2,029	0	31.03	2.10	1.70	184.6	0.0
윈스	16,700	0	0.00%	500	2,029	350	10.79	13.62	1.63	1,949.9	0.020958083832335328
세종텔레콤	337	7	+2.12%	500	2,023	N/A	-7.02	0.79	0.67	11.3	
골프존뉴딘홀딩스	4,715	50	+1.07%	500	2,020	117	-8.48	-6.89	0.45	2,021.6	0.02481442205726405
유니셈	6,550	330	+5.31%	500	2,008	50	8.23	18.57	1.43	723.4	0.007633587786259542
대화제약	11,000	100	+0.92%	500	2,005	150	18.61	13.50	2.40	836.5	0.013636363636363636
미스터블루	8,160	310	+3.95%	100	2,000	25	14.97	32.13	4.53	1,699.2	0.0030637254901960784
천랩	50,900	11,700	+29.85%	500	1,971	0	-38.68	-20.88	6.28	1,447.0	0.0
라파스	23,500	100	-0.42%	500	1,961	N/A	219.63	0.37	4.03	1,044.2	
레이언스	11,800	50	+0.43%	500	1,958	300	13.59	7.81	0.95	2,433.5	0.025423728813559324
KTH	5,480	60	-1.08%	1,000	1,957	N/A	-52.69	0.69	1.00	500.1	
야스	14,900	700	+4.93%	500	1,946	150	17.97	11.22	1.29	2,226.5	0.010067114093959731
강스템바이오텍	9,270	240	+2.66%	500	1,945	N/A	-7.78	-41.61	3.53	478.0	
한양이엔지	10,800	350	+3.35%	500	1,944	450	5.50	9.34	0.56	3,624.1	0.041666666666666664
아이큐어	30,100	1,750	+6.17%	500	1,940	N/A	-21.12	-9.60	1.99	2,575.6	
HB테크놀러지	2,455	115	+4.91%	500	1,939	20	20.12	2.02	1.16	333.4	0.008146639511201629
유바이오로직스	7,230	330	+4.78%	500	1,938	0	28.69	-2.92	4.74	157.9	0.0
오상자이엘	10,900	300	-2.68%	500	1,935	N/A	-14.10	-33.88	4.89	285.6	
코리아나	4,830	130	+2.77%	500	1,932	N/A	-166.55	0.76	1.91	372.9	
녹십자웰빙	10,750	550	+5.39%	500	1,908	80	26.88	10.18	2.32	841.4	0.0074418604651162795
에스제이그룹	57,900	600	+1.05%	500	1,908	400	11.14	33.03	2.67	4,118.7	0.0069084628670120895
미투온	6,100	20	+0.33%	500	1,907	N/A	17.58	15.94	2.56	409.1	
유비쿼스	37,200	700	+1.92%	500	1,906	450	16.27	13.24	2.13	3,343.5	0.012096774193548387
멀티캠퍼스	32,100	100	+0.31%	500	1,902	600	12.00	18.19	1.75	5,990.9	0.018691588785046728
대보마그네틱	28,750	450	+1.59%	500	1,902	0	83.58	11.79	5.09	891.1	0.0
드림시큐리티	3,730	20	+0.54%	100	1,888	N/A	58.28	5.72	2.88	1,211.0	
인피니트헬스케어	7,720	320	+4.32%	500	1,883	N/A	28.07	8.95	2.19	580.5	
프로스테믹스	4,115	105	+2.62%	100	1,883	0	-114.31	-10.57	6.35	576.7	0.0
유니슨	2,010	5	-0.25%	500	1,881	0	-47.86	-5.71	2.75	45.4	0.0
웰크론	6,660	90	-1.33%	500	1,880	N/A	-48.26	-9.08	3.04	254.8	
조이시티	13,150	850	+6.91%	500	1,866	0	34.88	-4.91	3.50	634.0	0.0
하이록코리아	13,700	450	+3.40%	500	1,865	500	11.64	3.81	0.55	4,921.1	0.0364963503649635
민앤지	14,700	50	+0.34%	500	1,864	230	11.38	15.71	1.54	1,863.3	0.015646258503401362
엘컴텍	2,195	0	0.00%	500	1,854	35	365.83	1.51	2.61	115.3	0.015945330296127564
켐트로닉스	12,700	400	+3.25%	500	1,851	300	12.87	18.50	1.93	1,267.9	0.023622047244094488
제넨바이오	2,030	60	-2.87%	100	1,850	0	-3.39	-154.82	4.10	202.6	0.0
크린앤사이언스	28,350	100	+0.35%	500	1,843	300	20.91	20.57	3.92	1,031.2	0.010582010582010581
JTC	5,240	10	+0.19%	0	1,834	65	9.94	N/A	0.70	373.4	0.012404580152671756
대한약품	30,500	500	+1.67%	500	1,830	400	6.38	18.34	1.07	5,459.2	0.013114754098360656
인탑스	10,600	250	+2.42%	500	1,823	250	5.30	8.50	0.41	4,979.3	0.02358490566037736
나노신소재	16,800	100	+0.60%	500	1,823	120	41.69	6.35	1.96	1,643.9	0.007142857142857143
플레이디	14,200	550	+4.03%	500	1,821	220	19.45	17.67	3.17	1,474.2	0.015492957746478873
게임빌	27,450	250	+0.92%	500	1,810	N/A	13.34	5.54	0.70	7,685.1	
비씨월드제약	20,300	600	+3.05%	200	1,805	110	24.58	6.47	1.75	5,818.1	0.00541871921182266
인텔리안테크	23,800	650	-2.66%	500	1,800	100	51.63	10.05	2.11	2,251.6	0.004201680672268907
GST	19,300	500	+2.66%	500	1,798	200	7.06	19.83	1.61	2,077.6	0.010362694300518135
옵티팜	12,500	100	+0.81%	500	1,797	N/A	-215.52	-1.85	5.10	363.4	
지어소프트	12,300	250	+2.07%	500	1,793	N/A	-251.02	-19.38	18.73	32.6	
파인테크닉스	4,165	255	+6.52%	500	1,784	N/A	126.21	0.59	3.05	161.2	
이수앱지스	6,700	40	+0.60%	500	1,784	N/A	-9.42	-31.01	3.52	189.5	
동구바이오제약	18,550	150	+0.82%	500	1,782	100	12.46	19.15	2.03	1,740.3	0.005390835579514825
쇼박스	2,840	100	+3.65%	500	1,778	50	46.56	2.32	1.27	348.1	0.017605633802816902
캔서롭	7,740	0	0.00%	500	1,776	0	-10.53	-70.05	7.69	111.9	0.0
농우바이오	11,000	400	+3.77%	500	1,763	200	20.15	3.05	0.75	2,770.8	0.01818181818181818
우리산업	19,200	600	+3.23%	500	1,753	120	23.94	6.58	1.54	1,955.8	0.00625
덕산하이메탈	7,700	210	+2.80%	200	1,749	N/A	8.37	5.67	0.72	6,661.9	
APS홀딩스	8,550	630	+7.95%	500	1,744	N/A	-65.77	-1.22	0.73	8,290.5	
조아제약	5,570	80	+1.46%	500	1,726	0	-75.27	-1.69	3.02	275.6	0.0
하나마이크론	5,640	420	+8.05%	500	1,713	50	-59.37	-1.70	1.06	849.9	0.008865248226950355
쎄트렉아이	23,500	50	+0.21%	500	1,708	210	20.63	11.74	2.61	1,712.1	0.008936170212765958
뉴파워프라즈마	4,135	165	+4.16%	100	1,707	0	17.67	4.15	1.19	3,235.8	0.0
엠케이전자	7,710	10	+0.13%	500	1,681	40	55.87	2.34	0.53	2,941.6	0.005188067444876783
보광산업	4,655	50	+1.09%	500	1,681	50	28.73	9.99	2.48	278.5	0.010741138560687433
금화피에스시	27,950	250	+0.90%	500	1,677	1,300	6.24	12.04	0.71	7,886.1	0.046511627906976744
아이쓰리시스템	23,550	600	+2.61%	500	1,674	70	-79.29	0.26	2.44	1,912.8	0.0029723991507431
머큐리	11,300	1,050	+10.24%	500	1,668	N/A	538.10	3.36	2.37	847.8	
삼지전자	10,200	210	+2.10%	500	1,664	140	12.01	7.12	0.79	1,941.9	0.013725490196078431
신테카바이오	12,550	1,900	+17.84%	500	1,662	0	-6.16	-96.19	3.68	586.4	0.0
우리손에프앤지	2,400	65	-2.64%	500	1,662	25	43.64	2.32	0.89	479.3	0.010416666666666666
디지털대성	7,320	80	+1.10%	500	1,656	300	11.06	19.70	1.70	710.6	0.040983606557377046
메디아나	19,100	550	+2.96%	500	1,652	N/A	18.24	12.68	2.70	1,142.7	
에이프로젠 H&G	924	9	+0.98%	500	1,651	N/A	-24.32	-3.16	0.78	136.1	
리드코프	6,230	160	+2.64%	500	1,648	150	4.07	11.57	0.44	2,569.2	0.024077046548956663
에이치엔티	1,920	0	0.00%	100	1,646	N/A	-15.87	-3.48	2.74	618.6	
바른손이앤에이	2,240	25	+1.13%	500	1,646	0	-14.36	-22.31	1.94	148.3	0.0
에스엠코어	8,190	70	+0.86%	500	1,641	70	26.59	5.96	2.05	686.4	0.008547008547008548
중앙백신	16,450	200	+1.23%	500	1,638	50	64.01	2.16	1.88	1,634.9	0.00303951367781155
제로투세븐	8,170	170	+2.13%	500	1,637	N/A	17.53	13.70	2.21	658.3	
한국캐피탈	518	11	+2.17%	500	1,635	25	4.98	7.81	0.57	80.7	0.04826254826254826
나이스디앤비	10,600	50	+0.47%	500	1,632	175	15.45	21.19	2.99	633.3	0.01650943396226415
피에스케이홀딩스	7,550	230	+3.14%	500	1,628	150	8.28	4.66	0.45	8,605.7	0.019867549668874173
우주일렉트로	16,300	400	+2.52%	500	1,619	300	14.10	6.37	0.71	4,226.9	0.018404907975460124
비디아이	16,450	1,300	+8.58%	500	1,618	0	-2,056.25	-0.31	6.29	693.2	0.0
KMH	7,130	240	+3.48%	500	1,616	70	10.67	7.13	0.74	1,851.9	0.009817671809256662
이노메트리	16,700	500	+3.09%	500	1,612	200	37.78	9.19	3.15	2,056.7	0.011976047904191617
이지웰	14,300	1,100	+8.33%	500	1,610	90	25.72	15.55	3.67	726.5	0.006293706293706294
SV인베스트먼트	3,020	15	+0.50%	500	1,608	60	-302.00	19.34	2.91	346.1	0.019867549668874173
피씨엘	16,800	0	0.00%	500	1,603	0	-19.07	-102.36	27.50	20.4	0.0
YBM넷	9,790	20	-0.20%	500	1,597	N/A	296.67	4.24	3.85	502.2	
노터스	21,450	1,000	+4.89%	100	1,596	0	35.93	13.42	3.64	5,665.3	0.0
오션브릿지	15,850	2,350	+17.41%	500	1,585	270	14.72	17.69	2.42	1,237.8	0.017034700315457414
아주IB투자	1,335	0	0.00%	500	1,585	35	9.74	10.07	0.93	185.3	0.026217228464419477
씨티씨바이오	8,180	0	0.00%	500	1,580	N/A	-12.14	-17.00	2.11	700.1	
비츠로테크	7,060	160	-2.22%	500	1,578	50	9.46	11.37	1.02	1,287.6	0.007082152974504249
태웅	7,850	240	+3.15%	500	1,571	N/A	-5.14	-5.77	0.28	4,930.0	
화일약품	9,050	160	+1.80%	500	1,566	125	37.55	2.90	1.25	1,355.8	0.013812154696132596
파나진	4,870	75	-1.52%	500	1,565	N/A	39.92	19.20	7.70	24.5	
루트로닉	6,110	160	+2.69%	500	1,565	0	-14.11	-9.19	1.36	634.6	0.0
로보티즈	13,900	550	+4.12%	500	1,564	N/A	47.12	4.05	2.49	1,033.3	
청담러닝	20,300	300	+1.50%	500	1,558	1,000	26.82	12.06	2.15	1,806.2	0.04926108374384237
프로텍	14,100	250	+1.81%	500	1,551	400	8.57	19.94	0.71	3,780.9	0.028368794326241134
액트	7,440	50	-0.67%	500	1,550	0	-72.23	-3.40	3.14	235.8	0.0
라이온켐텍	8,200	0	0.00%	500	1,549	160	11.29	10.14	1.37	1,165.5	0.01951219512195122
CSA 코스믹	4,170	0	0.00%	500	1,546	0	-10.78	-38.05	4.99	47.6	0.0
어보브반도체	8,840	150	+1.73%	500	1,543	200	9.41	15.80	1.59	1,002.5	0.02262443438914027
로보스타	15,800	400	+2.60%	500	1,540	N/A	-21.04	-4.53	1.64	1,880.9	
오성첨단소재	2,485	35	+1.43%	500	1,540	N/A	9.82	9.68	0.89	473.7	
월덱스	9,320	430	+4.84%	500	1,539	50	7.14	24.22	1.57	1,009.5	0.00536480686695279
한국전자인증	7,170	190	-2.58%	500	1,539	46	96.89	4.42	3.45	315.1	0.006415620641562064
에이비프로바이오	762	19	+2.56%	500	1,535	0	-2.79	-30.24	1.04	46.2	0.0
엘오티베큠	11,350	550	+5.09%	500	1,534	10	17.85	1.51	1.11	1,799.0	0.000881057268722467
삼천리자전거	11,550	2,650	+29.78%	500	1,533	N/A	-33.19	-9.21	1.75	1,216.5	
쎌바이오텍	16,250	350	+2.20%	500	1,528	600	19.05	6.91	1.14	2,481.0	0.036923076923076927
SM C&C	1,615	45	+2.87%	500	1,519	0	41.41	3.24	1.29	153.6	0.0
안국약품	11,600	150	+1.31%	500	1,513	220	59.79	1.72	0.90	2,234.3	0.01896551724137931
인터파크	4,560	0	0.00%	500	1,512	150	-97.02	1.08	1.01	843.1	0.03289473684210526
하이비젼시스템	10,100	530	+5.54%	500	1,509	50	33.33	6.97	1.13	1,726.1	0.0049504950495049506
메가스터디	12,650	1,950	+18.22%	500	1,508	450	11.90	4.83	0.56	4,597.9	0.03557312252964427
위지윅스튜디오	5,000	50	+1.01%	500	1,501	0	23.58	N/A	2.47	1,082.1	0.0
푸드나무	22,050	150	+0.68%	500	1,501	70	38.35	9.03	2.92	1,420.1	0.0031746031746031746
대한뉴팜	10,450	150	+1.46%	500	1,500	N/A	9.56	29.27	3.00	798.2	
KG ETS	4,165	15	+0.36%	500	1,499	110	1.57	49.82	0.61	1,124.4	0.026410564225690276
이그잭스	2,000	120	+6.38%	500	1,498	0	-142.86	-2.29	2.60	126.2	0.0
와이지-원	4,895	170	+3.60%	500	1,497	120	-21.38	0.42	0.48	1,995.5	0.024514811031664963
미래에셋벤처투자	3,250	0	0.00%	1,000	1,495	123	10.48	10.18	0.97	393.2	0.03784615384615385
바이오리더스	7,790	180	+2.37%	500	1,495	0	-4.94	-118.55	4.27	214.9	0.0
알에프텍	6,750	210	+3.21%	500	1,485	N/A	-76.70	-1.42	1.07	1,170.5	
초록뱀	1,715	10	+0.59%	500	1,483	0	16.65	8.35	1.84	162.9	0.0
양지사	9,260	190	+2.09%	500	1,480	50	1.21	3.44	0.68	780.3	0.005399568034557235
코텍	9,500	170	+1.82%	500	1,480	400	5.26	N/A	0.44	3,884.7	0.042105263157894736
아미노로직스	1,680	30	+1.82%	100	1,475	N/A	-52.50	-2.29	2.87	493.8	
제이스텍	10,100	230	+2.33%	500	1,474	50	46.12	1.21	1.13	1,692.9	0.0049504950495049506
싸이맥스	13,450	550	+4.26%	500	1,469	250	20.29	4.12	1.29	1,964.0	0.01858736059479554
드림씨아이에스	27,100	1,200	+4.63%	500	1,469	0	N/A	48.12	N/A	428.3	0.0
넵튠	6,280	10	+0.16%	500	1,468	N/A	-7.89	-25.05	2.13	484.6	
테고사이언스	18,050	750	+4.34%	500	1,459	N/A	114.97	1.81	3.04	1,078.1	
메디프론	3,915	5	+0.13%	500	1,456	0	-68.68	-9.65	6.59	31.6	0.0
셀루메드	5,980	0	0.00%	500	1,455	0	-3.45	-236.04	28.08	133.4	0.0
팜스토리	1,305	15	-1.14%	500	1,454	25	-26.63	-3.30	0.92	152.5	0.019157088122605363
제노레이	9,920	140	+1.43%	500	1,444	135	9.81	25.33	2.37	2,395.1	0.013608870967741936
경남제약	8,460	130	+1.56%	500	1,443	0	-38.63	-10.09	2.31	613.2	0.0
디엔에프	13,400	550	+4.28%	500	1,442	N/A	78.82	2.47	1.50	1,707.7	
탑엔지니어링	9,000	100	+1.12%	500	1,438	100	9.36	18.76	0.69	2,566.8	0.011111111111111112
동국산업	2,645	75	-2.76%	1,000	1,435	130	8.53	3.58	0.36	626.4	0.04914933837429111
KCC건설	6,700	30	-0.45%	5,000	1,434	150	4.45	7.72	0.37	254.0	0.022388059701492536
에이에프더블류	14,150	150	-1.05%	500	1,433	100	26.55	11.89	1.99	1,392.0	0.007067137809187279
이엠코리아	3,935	115	+3.01%	500	1,430	N/A	-10.96	-19.80	1.89	315.1	
디아이티	7,560	60	+0.80%	100	1,429	200	17.83	7.85	0.81	9,214.7	0.026455026455026454
디에스케이	6,940	90	+1.31%	500	1,413	N/A	24.44	5.71	1.24	1,038.3	
아이디스홀딩스	13,600	150	-1.09%	500	1,407	200	-17.66	-5.18	0.59	4,237.2	0.014705882352941176
SDN	2,920	240	+8.96%	500	1,407	0	29.20	5.59	1.75	275.9	0.0
고려제약	12,700	150	+1.20%	500	1,397	100	35.88	6.09	2.13	1,091.8	0.007874015748031496
큐에스아이	16,850	350	+2.12%	500	1,395	50	110.13	2.08	2.53	1,224.5	0.002967359050445104
덱스터	5,490	20	+0.37%	500	1,392	N/A	-18.00	-13.02	2.21	379.6	
화이브라더스코리아	4,835	15	+0.31%	100	1,383	0	-25.86	-12.79	3.48	1,266.5	0.0
세운메디칼	3,150	45	+1.45%	100	1,380	50	14.58	10.44	1.43	2,095.2	0.015873015873015872
이엠텍	8,560	140	+1.66%	500	1,375	N/A	-21.62	0.21	0.76	2,150.8	
넥스트BT	2,085	0	0.00%	500	1,372	0	-13.54	-22.43	2.58	65.6	0.0
갤럭시아컴즈	3,495	15	-0.43%	500	1,371	55	15.26	10.04	1.45	431.4	0.015736766809728183
모트렉스	3,750	140	+3.88%	100	1,369	0	-3.71	-32.64	1.13	3,614.9	0.0
유니크	7,080	160	+2.31%	500	1,368	12	32.04	4.39	1.35	937.6	0.001694915254237288
아톤	32,700	650	-1.95%	500	1,368	0	-10.53	-40.57	8.52	2,136.0	0.0
비즈니스온	14,300	0	0.00%	500	1,365	285	35.40	12.14	4.13	681.0	0.01993006993006993
제노포커스	6,250	440	+7.57%	500	1,365	N/A	-23.15	-10.25	2.66	409.9	
서원인텍	7,310	10	-0.14%	500	1,360	300	8.68	7.97	0.84	1,626.5	0.04103967168262654
엑세스바이오	4,045	50	-1.22%	0	1,358	N/A	-7.26	-56.79	5.46	1,646.5	
에이치엘비파워	1,490	105	+7.58%	500	1,358	N/A	67.73	3.56	3.26	19.1	
라온시큐어	4,260	35	+0.83%	500	1,355	N/A	121.71	10.15	6.78	76.7	
진성티이씨	6,000	20	-0.33%	500	1,349	200	6.13	16.91	0.86	1,282.1	0.03333333333333333
부방	2,240	80	+3.70%	500	1,345	20	-14.09	-4.69	0.65	580.7	0.008928571428571428
창해에탄올	14,600	400	-2.67%	500	1,342	600	6.32	18.59	0.90	2,885.4	0.0410958904109589
에스코넥	2,050	115	+5.94%	200	1,338	N/A	-8.17	-12.80	1.39	750.7	
네오위즈홀딩스	14,950	250	-1.64%	500	1,324	123	6.38	6.57	0.38	8,570.6	0.008227424749163879
씨티케이코스메틱스	13,050	50	+0.38%	500	1,321	300	33.29	4.54	0.73	3,513.3	0.022988505747126436
에스피지	6,300	250	+4.13%	500	1,315	100	15.67	5.76	0.93	1,072.9	0.015873015873015872
인텍플러스	10,400	1,090	+11.71%	500	1,308	0	20.19	28.49	5.44	270.1	0.0
아바코	8,170	40	-0.49%	500	1,307	300	5.88	15.70	0.79	1,694.7	0.03671970624235006
유니테크노	10,900	100	-0.91%	500	1,300	N/A	22.61	8.70	1.88	1,066.1	
엘아이에스	8,100	70	+0.87%	500	1,298	N/A	21.43	-5.42	2.56	430.1	
디에이치피코리아	7,740	260	+3.48%	500	1,282	100	8.36	14.41	1.15	1,214.0	0.012919896640826873
지엔코	1,305	10	+0.77%	500	1,279	N/A	-5.44	-22.72	1.40	94.4	
멕아이씨에스	20,700	1,550	+8.09%	500	1,276	0	-125.45	-31.40	15.44	53.0	0.0
평화정공	6,060	90	+1.51%	500	1,273	180	4.02	5.65	0.22	5,536.7	0.0297029702970297
우리산업홀딩스	6,730	490	+7.85%	500	1,271	25	673.00	0.14	0.98	1,274.4	0.003714710252600297
알리코제약	12,950	350	+2.78%	500	1,271	200	11.45	15.10	1.73	1,396.0	0.015444015444015444
대명소노시즌	1,260	5	-0.40%	500	1,270	N/A	1.99	47.52	0.77	230.6	
엔피디	5,890	50	+0.86%	500	1,268	N/A	5.05	40.34	1.69	683.0	
에스퓨얼셀	22,050	250	+1.15%	500	1,267	50	77.10	4.79	3.75	971.7	0.0022675736961451248
이원컴포텍	7,410	260	+3.64%	500	1,263	0	45.74	16.80	6.42	110.1	0.0
대유	13,900	50	-0.36%	500	1,258	250	24.69	7.91	1.96	1,161.7	0.017985611510791366
케이알피앤이	1,020	32	+3.24%	100	1,258	0	-10.30	-55.07	5.03	90.8	0.0
